===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
371,,371,2021-06-22 00:00:00,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,74783600.0,,SmaCross,371,737963.0,Broker,371,10000.0,10000.0,BuySell,371,,,Trades - Net Profit/Loss,371,,
372,,372,2021-06-23 00:00:00,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,60214200.0,,SmaCross,372,737964.0,Broker,372,10000.0,10000.0,BuySell,372,,,Trades - Net Profit/Loss,372,,
373,,373,2021-06-24 00:00:00,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,68711000.0,,SmaCross,373,737965.0,Broker,373,10000.0,10000.0,BuySell,373,,,Trades - Net Profit/Loss,373,,
374,,374,2021-06-25 00:00:00,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,70783700.0,,SmaCross,374,737966.0,Broker,374,10000.0,10000.0,BuySell,374,,,Trades - Net Profit/Loss,374,,
375,,375,2021-06-28 00:00:00,133.41000366210938,135.25,133.35000610351562,134.77999877929688,62111300.0,,SmaCross,375,737969.0,Broker,375,10000.0,10000.0,BuySell,375,,,Trades - Net Profit/Loss,375,,
376,,376,2021-06-29 00:00:00,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,64556100.0,,SmaCross,376,737970.0,Broker,376,10000.0,10000.0,BuySell,376,,,Trades - Net Profit/Loss,376,,
377,,377,2021-06-30 00:00:00,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,63261400.0,,SmaCross,377,737971.0,Broker,377,10000.0,10000.0,BuySell,377,,,Trades - Net Profit/Loss,377,,
378,,378,2021-07-01 00:00:00,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,52485800.0,,SmaCross,378,737972.0,Broker,378,10000.0,10000.0,BuySell,378,,,Trades - Net Profit/Loss,378,,
379,,379,2021-07-02 00:00:00,137.89999389648438,140.0,137.75,139.9600067138672,78852600.0,,SmaCross,379,737973.0,Broker,379,10000.0,10000.0,BuySell,379,,,Trades - Net Profit/Loss,379,,
380,,380,2021-07-06 00:00:00,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,108181800.0,,SmaCross,380,737977.0,Broker,380,10000.0,10000.0,BuySell,380,,,Trades - Net Profit/Loss,380,,
381,,381,2021-07-07 00:00:00,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,104911600.0,,SmaCross,381,737978.0,Broker,381,10000.0,10000.0,BuySell,381,,,Trades - Net Profit/Loss,381,,
382,,382,2021-07-08 00:00:00,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,105575500.0,,SmaCross,382,737979.0,Broker,382,10000.0,10000.0,BuySell,382,,,Trades - Net Profit/Loss,382,,
383,,383,2021-07-09 00:00:00,142.75,145.64999389648438,142.64999389648438,145.11000061035156,99890800.0,,SmaCross,383,737980.0,Broker,383,10000.0,10000.0,BuySell,383,,,Trades - Net Profit/Loss,383,,
384,,384,2021-07-12 00:00:00,146.2100067138672,146.32000732421875,144.0,144.5,76299700.0,,SmaCross,384,737983.0,Broker,384,10000.0,10000.0,BuySell,384,,,Trades - Net Profit/Loss,384,,
385,,385,2021-07-13 00:00:00,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,100827100.0,,SmaCross,385,737984.0,Broker,385,10000.0,10000.0,BuySell,385,,,Trades - Net Profit/Loss,385,,
386,,386,2021-07-14 00:00:00,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,127050800.0,,SmaCross,386,737985.0,Broker,386,10000.0,10000.0,BuySell,386,,,Trades - Net Profit/Loss,386,,
387,,387,2021-07-15 00:00:00,149.24000549316406,150.0,147.08999633789062,148.47999572753906,106820300.0,,SmaCross,387,737986.0,Broker,387,10000.0,10000.0,BuySell,387,,,Trades - Net Profit/Loss,387,,
388,,388,2021-07-16 00:00:00,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,93251400.0,,SmaCross,388,737987.0,Broker,388,10000.0,10000.0,BuySell,388,,,Trades - Net Profit/Loss,388,,
389,,389,2021-07-19 00:00:00,143.75,144.07000732421875,141.6699981689453,142.4499969482422,121434600.0,,SmaCross,389,737990.0,Broker,389,10000.0,10000.0,BuySell,389,,,Trades - Net Profit/Loss,389,,
390,,390,2021-07-20 00:00:00,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,96350000.0,,SmaCross,390,737991.0,Broker,390,10000.0,10000.0,BuySell,390,,,Trades - Net Profit/Loss,390,,
391,,391,2021-07-21 00:00:00,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,74993500.0,,SmaCross,391,737992.0,Broker,391,10000.0,10000.0,BuySell,391,,,Trades - Net Profit/Loss,391,,
392,,392,2021-07-22 00:00:00,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,77338200.0,,SmaCross,392,737993.0,Broker,392,10000.0,10000.0,BuySell,392,,,Trades - Net Profit/Loss,392,,
393,,393,2021-07-23 00:00:00,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,71447400.0,,SmaCross,393,737994.0,Broker,393,10000.0,10000.0,BuySell,393,,,Trades - Net Profit/Loss,393,,
394,,394,2021-07-26 00:00:00,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,72434100.0,,SmaCross,394,737997.0,Broker,394,10000.0,10000.0,BuySell,394,,,Trades - Net Profit/Loss,394,,
395,,395,2021-07-27 00:00:00,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,104818600.0,,SmaCross,395,737998.0,Broker,395,10000.0,10000.0,BuySell,395,,,Trades - Net Profit/Loss,395,,
396,,396,2021-07-28 00:00:00,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,118931200.0,,SmaCross,396,737999.0,Broker,396,10000.0,10000.0,BuySell,396,,,Trades - Net Profit/Loss,396,,
397,,397,2021-07-29 00:00:00,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,56699500.0,,SmaCross,397,738000.0,Broker,397,10000.0,10000.0,BuySell,397,,,Trades - Net Profit/Loss,397,,
398,,398,2021-07-30 00:00:00,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,70440600.0,,SmaCross,398,738001.0,Broker,398,10000.0,10000.0,BuySell,398,,,Trades - Net Profit/Loss,398,,
399,,399,2021-08-02 00:00:00,146.36000061035156,146.9499969482422,145.25,145.52000427246094,62880000.0,,SmaCross,399,738004.0,Broker,399,10000.0,10000.0,BuySell,399,,,Trades - Net Profit/Loss,399,,
400,,400,2021-08-03 00:00:00,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,64786600.0,,SmaCross,400,738005.0,Broker,400,10000.0,10000.0,BuySell,400,,,Trades - Net Profit/Loss,400,,
401,,401,2021-08-04 00:00:00,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,56368300.0,,SmaCross,401,738006.0,Broker,401,10000.0,10000.0,BuySell,401,,,Trades - Net Profit/Loss,401,,
402,,402,2021-08-05 00:00:00,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,46397700.0,,SmaCross,402,738007.0,Broker,402,10000.0,10000.0,BuySell,402,,,Trades - Net Profit/Loss,402,,
403,,403,2021-08-06 00:00:00,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,54126800.0,,SmaCross,403,738008.0,Broker,403,10000.0,10000.0,BuySell,403,,,Trades - Net Profit/Loss,403,,
404,,404,2021-08-09 00:00:00,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,48908700.0,,SmaCross,404,738011.0,Broker,404,10000.0,10000.0,BuySell,404,,,Trades - Net Profit/Loss,404,,
405,,405,2021-08-10 00:00:00,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,69023100.0,,SmaCross,405,738012.0,Broker,405,10000.0,10000.0,BuySell,405,,,Trades - Net Profit/Loss,405,,
406,,406,2021-08-11 00:00:00,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,48493500.0,,SmaCross,406,738013.0,Broker,406,10000.0,10000.0,BuySell,406,,,Trades - Net Profit/Loss,406,,
407,,407,2021-08-12 00:00:00,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,72282600.0,,SmaCross,407,738014.0,Broker,407,10000.0,10000.0,BuySell,407,,,Trades - Net Profit/Loss,407,,
408,,408,2021-08-13 00:00:00,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,59375000.0,,SmaCross,408,738015.0,Broker,408,10000.0,10000.0,BuySell,408,,,Trades - Net Profit/Loss,408,,
409,,409,2021-08-16 00:00:00,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,103296000.0,,SmaCross,409,738018.0,Broker,409,10000.0,10000.0,BuySell,409,,,Trades - Net Profit/Loss,409,,
410,,410,2021-08-17 00:00:00,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,92229700.0,,SmaCross,410,738019.0,Broker,410,10000.0,10000.0,BuySell,410,,,Trades - Net Profit/Loss,410,,
411,,411,2021-08-18 00:00:00,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,86326000.0,,SmaCross,411,738020.0,Broker,411,10000.0,10000.0,BuySell,411,,,Trades - Net Profit/Loss,411,,
412,,412,2021-08-19 00:00:00,145.02999877929688,148.0,144.5,146.6999969482422,86960300.0,,SmaCross,412,738021.0,Broker,412,10000.0,10000.0,BuySell,412,,,Trades - Net Profit/Loss,412,,
413,,413,2021-08-20 00:00:00,147.44000244140625,148.5,146.77999877929688,148.19000244140625,60549600.0,,SmaCross,413,738022.0,Broker,413,10000.0,10000.0,BuySell,413,,,Trades - Net Profit/Loss,413,,
414,,414,2021-08-23 00:00:00,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,60131800.0,,SmaCross,414,738025.0,Broker,414,10000.0,10000.0,BuySell,414,,,Trades - Net Profit/Loss,414,,
415,,415,2021-08-24 00:00:00,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,48606400.0,,SmaCross,415,738026.0,Broker,415,10000.0,10000.0,BuySell,415,,,Trades - Net Profit/Loss,415,,
416,,416,2021-08-25 00:00:00,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,58991300.0,,SmaCross,416,738027.0,Broker,416,10000.0,10000.0,BuySell,416,,,Trades - Net Profit/Loss,416,,
417,,417,2021-08-26 00:00:00,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,48597200.0,,SmaCross,417,738028.0,Broker,417,10000.0,10000.0,BuySell,417,,,Trades - Net Profit/Loss,417,,
418,,418,2021-08-27 00:00:00,147.47999572753906,148.75,146.8300018310547,148.60000610351562,55802400.0,,SmaCross,418,738029.0,Broker,418,10000.0,10000.0,BuySell,418,,,Trades - Net Profit/Loss,418,,
419,,419,2021-08-30 00:00:00,149.0,153.49000549316406,148.61000061035156,153.1199951171875,90956700.0,,SmaCross,419,738032.0,Broker,419,10000.0,10000.0,BuySell,419,,,Trades - Net Profit/Loss,419,,
420,,420,2021-08-31 00:00:00,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,86453100.0,,SmaCross,420,738033.0,Broker,420,10000.0,10000.0,BuySell,420,,,Trades - Net Profit/Loss,420,,
421,,421,2021-09-01 00:00:00,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,80313700.0,,SmaCross,421,738034.0,Broker,421,10000.0,10000.0,BuySell,421,,,Trades - Net Profit/Loss,421,,
422,,422,2021-09-02 00:00:00,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,71115500.0,,SmaCross,422,738035.0,Broker,422,10000.0,10000.0,BuySell,422,,,Trades - Net Profit/Loss,422,,
423,,423,2021-09-03 00:00:00,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,57808700.0,,SmaCross,423,738036.0,Broker,423,10000.0,10000.0,BuySell,423,,,Trades - Net Profit/Loss,423,,
424,,424,2021-09-07 00:00:00,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,82278300.0,,SmaCross,424,738040.0,Broker,424,10000.0,10000.0,BuySell,424,,,Trades - Net Profit/Loss,424,,
425,,425,2021-09-08 00:00:00,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,74420200.0,,SmaCross,425,738041.0,Broker,425,10000.0,10000.0,BuySell,425,,,Trades - Net Profit/Loss,425,,
426,,426,2021-09-09 00:00:00,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,57305700.0,,SmaCross,426,738042.0,Broker,426,10000.0,10000.0,BuySell,426,,,Trades - Net Profit/Loss,426,,
427,,427,2021-09-10 00:00:00,155.0,155.47999572753906,148.6999969482422,148.97000122070312,140893200.0,,SmaCross,427,738043.0,Broker,427,10000.0,10000.0,BuySell,427,,,Trades - Net Profit/Loss,427,,
428,,428,2021-09-13 00:00:00,150.6300048828125,151.4199981689453,148.75,149.5500030517578,102404300.0,,SmaCross,428,738046.0,Broker,428,10000.0,10000.0,BuySell,428,,,Trades - Net Profit/Loss,428,,
429,,429,2021-09-14 00:00:00,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,109296300.0,,SmaCross,429,738047.0,Broker,429,10000.0,10000.0,BuySell,429,,,Trades - Net Profit/Loss,429,,
430,,430,2021-09-15 00:00:00,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,83281300.0,,SmaCross,430,738048.0,Broker,430,10000.0,10000.0,BuySell,430,,,Trades - Net Profit/Loss,430,,
431,,431,2021-09-16 00:00:00,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,68034100.0,,SmaCross,431,738049.0,Broker,431,10000.0,10000.0,BuySell,431,,,Trades - Net Profit/Loss,431,,
432,,432,2021-09-17 00:00:00,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,129868800.0,,SmaCross,432,738050.0,Broker,432,10000.0,10000.0,BuySell,432,,,Trades - Net Profit/Loss,432,,
433,,433,2021-09-20 00:00:00,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,123478900.0,,SmaCross,433,738053.0,Broker,433,10000.0,10000.0,BuySell,433,,,Trades - Net Profit/Loss,433,,
434,,434,2021-09-21 00:00:00,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,75834000.0,,SmaCross,434,738054.0,Broker,434,10000.0,10000.0,BuySell,434,,,Trades - Net Profit/Loss,434,,
435,,435,2021-09-22 00:00:00,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,76404300.0,,SmaCross,435,738055.0,Broker,435,10000.0,10000.0,BuySell,435,,,Trades - Net Profit/Loss,435,,
436,,436,2021-09-23 00:00:00,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,64838200.0,,SmaCross,436,738056.0,Broker,436,10000.0,10000.0,BuySell,436,,,Trades - Net Profit/Loss,436,,
437,,437,2021-09-24 00:00:00,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,53477900.0,,SmaCross,437,738057.0,Broker,437,10000.0,10000.0,BuySell,437,,,Trades - Net Profit/Loss,437,,
438,,438,2021-09-27 00:00:00,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,74150700.0,,SmaCross,438,738060.0,Broker,438,10000.0,10000.0,BuySell,438,,,Trades - Net Profit/Loss,438,,
439,,439,2021-09-28 00:00:00,143.25,144.75,141.69000244140625,141.91000366210938,108972300.0,,SmaCross,439,738061.0,Broker,439,10000.0,10000.0,BuySell,439,,,Trades - Net Profit/Loss,439,,
440,,440,2021-09-29 00:00:00,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,74602000.0,,SmaCross,440,738062.0,Broker,440,10000.0,10000.0,BuySell,440,,,Trades - Net Profit/Loss,440,,
441,,441,2021-09-30 00:00:00,143.66000366210938,144.3800048828125,141.27999877929688,141.5,89056700.0,,SmaCross,441,738063.0,Broker,441,10000.0,10000.0,BuySell,441,,,Trades - Net Profit/Loss,441,,
442,,442,2021-10-01 00:00:00,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,94639600.0,,SmaCross,442,738064.0,Broker,442,10000.0,10000.0,BuySell,442,,,Trades - Net Profit/Loss,442,,
443,,443,2021-10-04 00:00:00,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,98322000.0,,SmaCross,443,738067.0,Broker,443,10000.0,10000.0,BuySell,443,,,Trades - Net Profit/Loss,443,,
444,,444,2021-10-05 00:00:00,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,80861100.0,,SmaCross,444,738068.0,Broker,444,10000.0,10000.0,BuySell,444,,,Trades - Net Profit/Loss,444,,
445,,445,2021-10-06 00:00:00,139.47000122070312,142.14999389648438,138.3699951171875,142.0,83221100.0,,SmaCross,445,738069.0,Broker,445,10000.0,10000.0,BuySell,445,,,Trades - Net Profit/Loss,445,,
446,,446,2021-10-07 00:00:00,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,61732700.0,,SmaCross,446,738070.0,Broker,446,10000.0,10000.0,BuySell,446,,,Trades - Net Profit/Loss,446,,
447,,447,2021-10-08 00:00:00,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,58773200.0,,SmaCross,447,738071.0,Broker,447,10000.0,10000.0,BuySell,447,,,Trades - Net Profit/Loss,447,,
448,,448,2021-10-11 00:00:00,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,64452200.0,,SmaCross,448,738074.0,Broker,448,10000.0,10000.0,BuySell,448,,,Trades - Net Profit/Loss,448,,
449,,449,2021-10-12 00:00:00,143.22999572753906,143.25,141.0399932861328,141.50999450683594,73035900.0,,SmaCross,449,738075.0,Broker,449,10000.0,10000.0,BuySell,449,,,Trades - Net Profit/Loss,449,,
450,,450,2021-10-13 00:00:00,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,78762700.0,,SmaCross,450,738076.0,Broker,450,10000.0,10000.0,BuySell,450,,,Trades - Net Profit/Loss,450,,
451,,451,2021-10-14 00:00:00,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,69907100.0,,SmaCross,451,738077.0,Broker,451,10000.0,10000.0,BuySell,451,,,Trades - Net Profit/Loss,451,,
452,,452,2021-10-15 00:00:00,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,67940300.0,,SmaCross,452,738078.0,Broker,452,10000.0,10000.0,BuySell,452,,,Trades - Net Profit/Loss,452,,
453,,453,2021-10-18 00:00:00,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,85589200.0,,SmaCross,453,738081.0,Broker,453,10000.0,10000.0,BuySell,453,,,Trades - Net Profit/Loss,453,,
454,,454,2021-10-19 00:00:00,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,76378900.0,,SmaCross,454,738082.0,Broker,454,10000.0,10000.0,BuySell,454,,,Trades - Net Profit/Loss,454,,
455,,455,2021-10-20 00:00:00,148.6999969482422,149.75,148.1199951171875,149.25999450683594,58418800.0,,SmaCross,455,738083.0,Broker,455,10000.0,10000.0,BuySell,455,,,Trades - Net Profit/Loss,455,,
456,,456,2021-10-21 00:00:00,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,61421000.0,,SmaCross,456,738084.0,Broker,456,10000.0,10000.0,BuySell,456,,,Trades - Net Profit/Loss,456,,
457,,457,2021-10-22 00:00:00,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,58883400.0,,SmaCross,457,738085.0,Broker,457,10000.0,10000.0,BuySell,457,,,Trades - Net Profit/Loss,457,,
458,,458,2021-10-25 00:00:00,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,50720600.0,,SmaCross,458,738088.0,Broker,458,10000.0,10000.0,BuySell,458,,,Trades - Net Profit/Loss,458,,
459,,459,2021-10-26 00:00:00,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,60893400.0,,SmaCross,459,738089.0,Broker,459,10000.0,10000.0,BuySell,459,,,Trades - Net Profit/Loss,459,,
460,,460,2021-10-27 00:00:00,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,56094900.0,,SmaCross,460,738090.0,Broker,460,10000.0,10000.0,BuySell,460,,,Trades - Net Profit/Loss,460,,
461,,461,2021-10-28 00:00:00,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,100077900.0,,SmaCross,461,738091.0,Broker,461,10000.0,10000.0,BuySell,461,,,Trades - Net Profit/Loss,461,,
462,,462,2021-10-29 00:00:00,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,124953200.0,,SmaCross,462,738092.0,Broker,462,10000.0,10000.0,BuySell,462,,,Trades - Net Profit/Loss,462,,
463,,463,2021-11-01 00:00:00,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,74588300.0,,SmaCross,463,738095.0,Broker,463,10000.0,10000.0,BuySell,463,,,Trades - Net Profit/Loss,463,,
464,,464,2021-11-02 00:00:00,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,69122000.0,,SmaCross,464,738096.0,Broker,464,10000.0,10000.0,BuySell,464,,,Trades - Net Profit/Loss,464,,
465,,465,2021-11-03 00:00:00,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,54511500.0,,SmaCross,465,738097.0,Broker,465,10000.0,10000.0,BuySell,465,,,Trades - Net Profit/Loss,465,,
466,,466,2021-11-04 00:00:00,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,60394600.0,,SmaCross,466,738098.0,Broker,466,10000.0,10000.0,BuySell,466,,,Trades - Net Profit/Loss,466,,
467,,467,2021-11-05 00:00:00,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,65463900.0,,SmaCross,467,738099.0,Broker,467,10000.0,10000.0,BuySell,467,,,Trades - Net Profit/Loss,467,,
468,,468,2021-11-08 00:00:00,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,55020900.0,,SmaCross,468,738102.0,Broker,468,10000.0,10000.0,BuySell,468,,,Trades - Net Profit/Loss,468,,
469,,469,2021-11-09 00:00:00,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,56787900.0,,SmaCross,469,738103.0,Broker,469,10000.0,10000.0,BuySell,469,,,Trades - Net Profit/Loss,469,,
470,,470,2021-11-10 00:00:00,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,65187100.0,,SmaCross,470,738104.0,Broker,470,10000.0,10000.0,BuySell,470,,,Trades - Net Profit/Loss,470,,
471,,471,2021-11-11 00:00:00,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,41000000.0,,SmaCross,471,738105.0,Broker,471,10000.0,10000.0,BuySell,471,,,Trades - Net Profit/Loss,471,,
472,,472,2021-11-12 00:00:00,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,63804000.0,,SmaCross,472,738106.0,Broker,472,10000.0,10000.0,BuySell,472,,,Trades - Net Profit/Loss,472,,
473,,473,2021-11-15 00:00:00,150.3699951171875,151.8800048828125,149.42999267578125,150.0,59222800.0,,SmaCross,473,738109.0,Broker,473,10000.0,10000.0,BuySell,473,,,Trades - Net Profit/Loss,473,,
474,,474,2021-11-16 00:00:00,149.94000244140625,151.49000549316406,149.33999633789062,151.0,59256200.0,,SmaCross,474,738110.0,Broker,474,10000.0,10000.0,BuySell,474,,,Trades - Net Profit/Loss,474,,
475,,475,2021-11-17 00:00:00,151.0,155.0,150.99000549316406,153.49000549316406,88807000.0,,SmaCross,475,738111.0,Broker,475,10000.0,10000.0,BuySell,475,,,Trades - Net Profit/Loss,475,,
476,,476,2021-11-18 00:00:00,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,137827700.0,,SmaCross,476,738112.0,Broker,476,10000.0,10000.0,BuySell,476,,,Trades - Net Profit/Loss,476,,
477,,477,2021-11-19 00:00:00,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,117305600.0,,SmaCross,477,738113.0,Broker,477,10000.0,10000.0,BuySell,477,,,Trades - Net Profit/Loss,477,,
478,,478,2021-11-22 00:00:00,161.67999267578125,165.6999969482422,161.0,161.02000427246094,117467900.0,,SmaCross,478,738116.0,Broker,478,10000.0,10000.0,BuySell,478,,,Trades - Net Profit/Loss,478,,
479,,479,2021-11-23 00:00:00,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,96041900.0,,SmaCross,479,738117.0,Broker,479,10000.0,10000.0,BuySell,479,,,Trades - Net Profit/Loss,479,,
480,,480,2021-11-24 00:00:00,160.75,162.13999938964844,159.63999938964844,161.94000244140625,69463600.0,,SmaCross,480,738118.0,Broker,480,10000.0,10000.0,BuySell,480,,,Trades - Net Profit/Loss,480,,
481,,481,2021-11-26 00:00:00,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,76959800.0,,SmaCross,481,738120.0,Broker,481,10000.0,10000.0,BuySell,481,,,Trades - Net Profit/Loss,481,,
482,,482,2021-11-29 00:00:00,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,88748200.0,,SmaCross,482,738123.0,Broker,482,10000.0,10000.0,BuySell,482,,,Trades - Net Profit/Loss,482,,
483,,483,2021-11-30 00:00:00,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,174048100.0,,SmaCross,483,738124.0,Broker,483,10000.0,10000.0,BuySell,483,,,Trades - Net Profit/Loss,483,,
484,,484,2021-12-01 00:00:00,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,152052500.0,,SmaCross,484,738125.0,Broker,484,10000.0,10000.0,BuySell,484,,,Trades - Net Profit/Loss,484,,
485,,485,2021-12-02 00:00:00,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,136739200.0,,SmaCross,485,738126.0,Broker,485,10000.0,10000.0,BuySell,485,,,Trades - Net Profit/Loss,485,,
486,,486,2021-12-03 00:00:00,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,118023100.0,,SmaCross,486,738127.0,Broker,486,10000.0,10000.0,BuySell,486,,,Trades - Net Profit/Loss,486,,
487,,487,2021-12-06 00:00:00,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,107497000.0,,SmaCross,487,738130.0,Broker,487,10000.0,10000.0,BuySell,487,,,Trades - Net Profit/Loss,487,,
488,,488,2021-12-07 00:00:00,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,120405400.0,,SmaCross,488,738131.0,Broker,488,10000.0,10000.0,BuySell,488,,,Trades - Net Profit/Loss,488,,
489,,489,2021-12-08 00:00:00,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,116998900.0,,SmaCross,489,738132.0,Broker,489,10000.0,10000.0,BuySell,489,,,Trades - Net Profit/Loss,489,,
490,,490,2021-12-09 00:00:00,174.91000366210938,176.75,173.9199981689453,174.55999755859375,108923700.0,,SmaCross,490,738133.0,Broker,490,10000.0,10000.0,BuySell,490,,,Trades - Net Profit/Loss,490,,
491,,491,2021-12-10 00:00:00,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,115402700.0,,SmaCross,491,738134.0,Broker,491,10000.0,10000.0,BuySell,491,,,Trades - Net Profit/Loss,491,,
492,,492,2021-12-13 00:00:00,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,153237000.0,,SmaCross,492,738137.0,Broker,492,10000.0,10000.0,BuySell,492,,,Trades - Net Profit/Loss,492,,
493,,493,2021-12-14 00:00:00,175.25,177.74000549316406,172.2100067138672,174.3300018310547,139380400.0,,SmaCross,493,738138.0,Broker,493,10000.0,10000.0,BuySell,493,,,Trades - Net Profit/Loss,493,,
494,,494,2021-12-15 00:00:00,175.11000061035156,179.5,172.30999755859375,179.3000030517578,131063300.0,,SmaCross,494,738139.0,Broker,494,10000.0,10000.0,BuySell,494,,,Trades - Net Profit/Loss,494,,
